S000000027	YAL029C	MYO4	ORF	DOID:0060775	microvillus inclusion disease	ISS		HGNC:7603	manually curated	25860149	Menconi G, et al. (2015) Global mapping of DNA conformational flexibility on Saccharomyces cerevisiae. PLoS Comput Biol 11(4):e1004136
S000001207	YHR164C	DNA2	ORF	DOID:2717	Bloom syndrome	ISS		HGNC:1058	manually curated	12826610	Imamura O and Campbell JL (2003) The human Bloom syndrome gene suppresses the DNA replication and repair defects of yeast dna2 mutants. Proc Natl Acad Sci U S A 100(14):8193-8
S000001207	YHR164C	DNA2	ORF	DOID:2717	Bloom syndrome	ISS		HGNC:2939	manually curated	12826610	Imamura O and Campbell JL (2003) The human Bloom syndrome gene suppresses the DNA replication and repair defects of yeast dna2 mutants. Proc Natl Acad Sci U S A 100(14):8193-8
S000001207	YHR164C	DNA2	ORF	DOID:5688	Werner syndrome	IGI		HGNC:12791	manually curated	15282207	Sharma S, et al. (2004) In vivo function of the conserved non-catalytic domain of Werner syndrome helicase in DNA replication. Hum Mol Genet 13(19):2247-61
S000001207	YHR164C	DNA2	ORF	DOID:5688	Werner syndrome	ISS		HGNC:12791	manually curated	15282207	Sharma S, et al. (2004) In vivo function of the conserved non-catalytic domain of Werner syndrome helicase in DNA replication. Hum Mol Genet 13(19):2247-61
S000001208	YHR165C	PRP8	ORF	DOID:0050908	myelodysplastic syndrome	IMP			manually curated	24781015	Kurtovic-Kozaric A, et al. (2015) PRPF8 defects cause missplicing in myeloid malignancies. Leukemia 29(1):126-36
S000001208	YHR165C	PRP8	ORF	DOID:0050908	myelodysplastic syndrome	ISS		HGNC:17340	manually curated	24781015	Kurtovic-Kozaric A, et al. (2015) PRPF8 defects cause missplicing in myeloid malignancies. Leukemia 29(1):126-36
S000001208	YHR165C	PRP8	ORF	DOID:10283	prostate cancer	IMP			manually curated	26371515	Wang D, et al. (2015) Splicing Factor Prp8 Interacts With NES(AR) and Regulates Androgen Receptor in Prostate Cancer Cells. Mol Endocrinol 29(12):1731-42
S000001208	YHR165C	PRP8	ORF	DOID:10283	prostate cancer	ISS		HGNC:17340	manually curated	26371515	Wang D, et al. (2015) Splicing Factor Prp8 Interacts With NES(AR) and Regulates Androgen Receptor in Prostate Cancer Cells. Mol Endocrinol 29(12):1731-42
S000001208	YHR165C	PRP8	ORF	DOID:9119	acute myeloid leukemia	ISS		HGNC:17340	manually curated	24781015	Kurtovic-Kozaric A, et al. (2015) PRPF8 defects cause missplicing in myeloid malignancies. Leukemia 29(1):126-36
S000001214	YHR171W	ATG7	ORF	DOID:863	nervous system disease	IMP			manually curated	34161705	
S000001214	YHR171W	ATG7	ORF	DOID:863	nervous system disease	ISS		HGNC:16935	manually curated	34161705	
S000001247	YHR204W	MNL1	ORF	DOID:1485	cystic fibrosis	IGI		HGNC:18967	manually curated	15215312	Gnann A, et al. (2004) Cystic fibrosis transmembrane conductance regulator degradation depends on the lectins Htm1p/EDEM and the Cdc48 protein complex in yeast. Mol Biol Cell 15(9):4125-35
S000001247	YHR204W	MNL1	ORF	DOID:1485	cystic fibrosis	ISS		HGNC:18967	manually curated	15215312	Gnann A, et al. (2004) Cystic fibrosis transmembrane conductance regulator degradation depends on the lectins Htm1p/EDEM and the Cdc48 protein complex in yeast. Mol Biol Cell 15(9):4125-35
S000001284	YIL022W	TIM44	ORF	DOID:8161	thyroid gland Hurthle cell carcinoma	IGI		HGNC:17316	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000001284	YIL022W	TIM44	ORF	DOID:8161	thyroid gland Hurthle cell carcinoma	ISS		HGNC:17316	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000001293	YIL031W	ULP2	ORF	DOID:0060318	acute promyelocytic leukemia	IGI		HGNC:9113	manually curated	16501610	Quimby BB, et al. (2006) The promyelocytic leukemia protein stimulates SUMO conjugation in yeast. Oncogene 25(21):2999-3005
S000001293	YIL031W	ULP2	ORF	DOID:0060318	acute promyelocytic leukemia	ISS		HGNC:9113	manually curated	16501610	Quimby BB, et al. (2006) The promyelocytic leukemia protein stimulates SUMO conjugation in yeast. Oncogene 25(21):2999-3005
S000001311	YIL049W	DFG10	ORF	DOID:0050570	congenital disorder of glycosylation type I	IGI		HGNC:25812	manually curated	20637498	Cantagrel V, et al. (2010) SRD5A3 is required for converting polyprenol to dolichol and is mutated in a congenital glycosylation disorder. Cell 142(2):203-17
S000001311	YIL049W	DFG10	ORF	DOID:0050570	congenital disorder of glycosylation type I	ISS		HGNC:25812	manually curated	20637498	Cantagrel V, et al. (2010) SRD5A3 is required for converting polyprenol to dolichol and is mutated in a congenital glycosylation disorder. Cell 142(2):203-17
S000001323	YIL061C	SNP1	ORF	DOID:3492	mixed connective tissue disease	ISS		HGNC:11150	manually curated	34140531	Fan T, et al. (2021) Phylogenetic comparison and splice site conservation of eukaryotic U1 snRNP-specific U1-70K gene family. Sci Rep 11(1):12760
S000001340	YIL078W	THS1	ORF	DOID:9252	amino acid metabolic disorder	IGI		HGNC:11572	manually curated	25416776	Ruan ZR, et al. (2015) Identification of lethal mutations in yeast threonyl-tRNA synthetase revealing critical residues in its human homolog. J Biol Chem 290(3):1664-78
S000001340	YIL078W	THS1	ORF	DOID:9252	amino acid metabolic disorder	ISS		HGNC:11572	manually curated	25416776	Ruan ZR, et al. (2015) Identification of lethal mutations in yeast threonyl-tRNA synthetase revealing critical residues in its human homolog. J Biol Chem 290(3):1664-78
S000001345	YIL083C	CAB2	ORF	DOID:12930	dilated cardiomyopathy	IGI		HGNC:25686	manually curated	29754768	Iuso A, et al. (2018) Mutations in PPCS, Encoding Phosphopantothenoylcysteine Synthetase, Cause Autosomal-Recessive Dilated Cardiomyopathy. Am J Hum Genet 102(6):1018-1030
S000001345	YIL083C	CAB2	ORF	DOID:12930	dilated cardiomyopathy	ISS		HGNC:25686	manually curated	29754768	Iuso A, et al. (2018) Mutations in PPCS, Encoding Phosphopantothenoylcysteine Synthetase, Cause Autosomal-Recessive Dilated Cardiomyopathy. Am J Hum Genet 102(6):1018-1030
S000001345	YIL083C	CAB2	ORF	DOID:162	cancer	IGI		HGNC:25686	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001345	YIL083C	CAB2	ORF	DOID:162	cancer	ISS		HGNC:25686	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001396	YIL134W	FLX1	ORF	DOID:0060358	multiple acyl-CoA dehydrogenase deficiency	IGI		HGNC:29683	manually curated	16165386	Spaan AN, et al. (2005) Identification of the human mitochondrial FAD transporter and its potential role in multiple acyl-CoA dehydrogenase deficiency. Mol Genet Metab 86(4):441-7
S000001396	YIL134W	FLX1	ORF	DOID:0060358	multiple acyl-CoA dehydrogenase deficiency	ISS		HGNC:29683	manually curated	16165386	Spaan AN, et al. (2005) Identification of the human mitochondrial FAD transporter and its potential role in multiple acyl-CoA dehydrogenase deficiency. Mol Genet Metab 86(4):441-7
S000001405	YIL143C	SSL2	ORF	DOID:0050427	xeroderma pigmentosum	IMP			manually curated	1333609	Park E, et al. (1992) RAD25 (SSL2), the yeast homolog of the human xeroderma pigmentosum group B DNA repair gene, is essential for viability. Proc Natl Acad Sci U S A 89(23):11416-20
S000001405	YIL143C	SSL2	ORF	DOID:0050427	xeroderma pigmentosum	IMP			manually curated	8202161	Guzder SN, et al. (1994) RAD25 is a DNA helicase required for DNA repair and RNA polymerase II transcription. Nature 369(6481):578-81
S000001405	YIL143C	SSL2	ORF	DOID:0050427	xeroderma pigmentosum	ISS		HGNC:3435	manually curated	1333609	Park E, et al. (1992) RAD25 (SSL2), the yeast homolog of the human xeroderma pigmentosum group B DNA repair gene, is essential for viability. Proc Natl Acad Sci U S A 89(23):11416-20
S000001405	YIL143C	SSL2	ORF	DOID:0050427	xeroderma pigmentosum	ISS		HGNC:3435	manually curated	8202161	Guzder SN, et al. (1994) RAD25 is a DNA helicase required for DNA repair and RNA polymerase II transcription. Nature 369(6481):578-81
S000001405	YIL143C	SSL2	ORF	DOID:2962	Cockayne syndrome	IMP			manually curated	8202161	Guzder SN, et al. (1994) RAD25 is a DNA helicase required for DNA repair and RNA polymerase II transcription. Nature 369(6481):578-81
S000001405	YIL143C	SSL2	ORF	DOID:2962	Cockayne syndrome	ISS		HGNC:3435	manually curated	8202161	Guzder SN, et al. (1994) RAD25 is a DNA helicase required for DNA repair and RNA polymerase II transcription. Nature 369(6481):578-81
S000001406	YIL144W	NDC80	ORF	DOID:162	cancer	IGI		HGNC:16909	manually curated	12386167	Chen Y, et al. (2002) Phosphorylation of the mitotic regulator protein Hec1 by Nek2 kinase is essential for faithful chromosome segregation. J Biol Chem 277(51):49408-16
S000001406	YIL144W	NDC80	ORF	DOID:162	cancer	ISS		HGNC:16909	manually curated	12386167	Chen Y, et al. (2002) Phosphorylation of the mitotic regulator protein Hec1 by Nek2 kinase is essential for faithful chromosome segregation. J Biol Chem 277(51):49408-16
S000001411	YIL149C	MLP2	ORF	DOID:1324	lung cancer	IMP			manually curated	34793452	Chen M, et al. (2021) Nucleoporin TPR promotes tRNA nuclear export and protein synthesis in lung cancer cells. PLoS Genet 17(11):e1009899
S000001411	YIL149C	MLP2	ORF	DOID:1324	lung cancer	ISS		HGNC:12017	manually curated	34793452	Chen M, et al. (2021) Nucleoporin TPR promotes tRNA nuclear export and protein synthesis in lung cancer cells. PLoS Genet 17(11):e1009899
S000001441	YIR002C	MPH1	ORF	DOID:13636	Fanconi anemia	IMP			manually curated	32386601	Sandhu R, et al. (2020) FANCM Ensures Meiotic Recombination between Parental Chromosomes by Dissociating Precocious Displacement Loops. Dev Cell 53(4):458-472.e5
S000001441	YIR002C	MPH1	ORF	DOID:13636	Fanconi anemia	ISS		HGNC:23168	manually curated	32386601	Sandhu R, et al. (2020) FANCM Ensures Meiotic Recombination between Parental Chromosomes by Dissociating Precocious Displacement Loops. Dev Cell 53(4):458-472.e5
S000001493	YKL010C	UFD4	ORF	DOID:162	cancer	IMP			manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000001493	YKL010C	UFD4	ORF	DOID:162	cancer	ISS		HGNC:12306	manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000001496	YKL013C	ARC19	ORF	DOID:162	cancer	IGI		HGNC:707	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001496	YKL013C	ARC19	ORF	DOID:162	cancer	ISS		HGNC:707	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001500	YKL017C	HCS1	ORF	DOID:0110171	Charcot-Marie-Tooth disease axonal type 2S	IGI		HGNC:5542	manually curated	36077311	
S000001500	YKL017C	HCS1	ORF	DOID:0110171	Charcot-Marie-Tooth disease axonal type 2S	ISS		HGNC:5542	manually curated	36077311	
S000001500	YKL017C	HCS1	ORF	DOID:0111064	distal spinal muscular atrophy 1	IGI		HGNC:5542	manually curated	36077311	
S000001500	YKL017C	HCS1	ORF	DOID:0111064	distal spinal muscular atrophy 1	ISS		HGNC:5542	manually curated	36077311	
S000001507	YKL024C	URA6	ORF	DOID:162	cancer	IGI		HGNC:18170	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001507	YKL024C	URA6	ORF	DOID:162	cancer	ISS		HGNC:18170	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001516	YKL033W	TTI1	ORF	DOID:162	cancer	IGI		HGNC:29029	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001516	YKL033W	TTI1	ORF	DOID:162	cancer	ISS		HGNC:29029	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001518	YKL035W	UGP1	ORF	DOID:162	cancer	IGI		HGNC:12527	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001518	YKL035W	UGP1	ORF	DOID:162	cancer	ISS		HGNC:12527	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001532	YKL049C	CSE4	ORF	DOID:12336	male infertility	IGI		HGNC:27252	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000001532	YKL049C	CSE4	ORF	DOID:12336	male infertility	ISS		HGNC:27252	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000001532	YKL049C	CSE4	ORF	DOID:14228	oligospermia	IGI		HGNC:27252	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000001532	YKL049C	CSE4	ORF	DOID:14228	oligospermia	ISS		HGNC:27252	high-throughput	28542158	Yang F, et al. (2017) Identifying pathogenicity of human variants via paralog-based yeast complementation. PLoS Genet. 13(5):e1006779
S000001532	YKL049C	CSE4	ORF	DOID:162	cancer	ISS		HGNC:1851	manually curated	29522205	Hewawasam GS, et al. (2018) Chromatin assembly factor-1 (CAF-1) chaperone regulates Cse4 deposition into chromatin in budding yeast. Nucleic Acids Res 46(9):4440-4455
S000001538	YKL055C	OAR1	ORF	DOID:700	mitochondrial metabolism disease	IGI		HGNC:25891	manually curated	25203508	Venkatesan R, et al. (2014) Insights into mitochondrial fatty acid synthesis from the structure of heterotetrameric 3-ketoacyl-ACP reductase/3R-hydroxyacyl-CoA dehydrogenase. Nat Commun 5:4805
S000001538	YKL055C	OAR1	ORF	DOID:700	mitochondrial metabolism disease	ISS		HGNC:25891	manually curated	25203508	Venkatesan R, et al. (2014) Insights into mitochondrial fatty acid synthesis from the structure of heterotetrameric 3-ketoacyl-ACP reductase/3R-hydroxyacyl-CoA dehydrogenase. Nat Commun 5:4805
S000001542	YKL059C	MPE1	ORF	DOID:162	cancer	IMP			manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000001542	YKL059C	MPE1	ORF	DOID:162	cancer	ISS		HGNC:9889	manually curated	30700905	Coelho MC, et al. (2019) Heterozygous mutations cause genetic instability in a yeast model of cancer evolution. Nature 566(7743):275-278
S000001568	YKL085W	MDH1	ORF	DOID:0080433	developmental and epileptic encephalopathy 51	IGI		HGNC:6971	manually curated	27989324	
S000001568	YKL085W	MDH1	ORF	DOID:0080433	developmental and epileptic encephalopathy 51	ISS		HGNC:6971	manually curated	27989324	
S000001596	YKL113C	RAD27	ORF	DOID:162	cancer	IGI		HGNC:3650	manually curated	18443037	Guo Z, et al. (2008) Nucleolar localization and dynamic roles of flap endonuclease 1 in ribosomal DNA replication and damage repair. Mol Cell Biol 28(13):4310-9
S000001596	YKL113C	RAD27	ORF	DOID:162	cancer	ISS		HGNC:3650	manually curated	18443037	Guo Z, et al. (2008) Nucleolar localization and dynamic roles of flap endonuclease 1 in ribosomal DNA replication and damage repair. Mol Cell Biol 28(13):4310-9
S000001602	YKL119C	VPH2	ORF	DOID:0070268	congenital disorder of glycosylation type IIp	ISS		HGNC:18085	manually curated	26833330	Jansen JC, et al. (2016) TMEM199 Deficiency Is a Disorder of Golgi Homeostasis Characterized by Elevated Aminotransferases, Alkaline Phosphatase, and Cholesterol and Abnormal Glycosylation. Am J Hum Genet 98(2):322-30
S000001628	YKL145W	RPT1	ORF	DOID:162	cancer	IGI		HGNC:9548	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001628	YKL145W	RPT1	ORF	DOID:162	cancer	ISS		HGNC:9548	manually curated	26354769	Hamza A, et al. (2015) Complementation of Yeast Genes with Human Genes as an Experimental Platform for Functional Testing of Human Genetic Variants. Genetics 201(3):1263-74
S000001631	YKL148C	SDH1	ORF	DOID:0050700	cardiomyopathy	IMP		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0050700	cardiomyopathy	ISS		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0050771	pheochromocytoma	IMP		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0050771	pheochromocytoma	ISS		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0050773	paraganglioma	IMP		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0050773	paraganglioma	ISS		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0060537	mitochondrial complex II deficiency	IMP		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:0060537	mitochondrial complex II deficiency	ISS		HGNC:10680	manually curated	28724664	
S000001631	YKL148C	SDH1	ORF	DOID:10579	leukodystrophy	IMP		HGNC:10680	manually curated	28724664	
